issue_key,issue_type,priority,status,component,project,reporter,assignee,story_points,resolution_hours,comments_count,watchers,reopened,sprint,label
PROJ-B-1233,Story,Low,Done,Frontend,PROJ-B,user_11,dev_7,21.0,18.1,0,1,0,Sprint 13,tech-debt
PROJ-C-1234,Bug,Medium,Done,Database,PROJ-C,user_15,dev_3,,24.3,5,3,0,,
PROJ-B-1235,Task,Medium,Closed,Infra,PROJ-B,user_19,dev_6,,6.6,4,2,0,Sprint 9,
PROJ-D-1236,Bug,Low,Closed,Testing,PROJ-C,user_16,dev_7,,40.8,1,1,0,,backend
PROJ-B-1237,Bug,High,Done,Infra,PROJ-C,user_22,dev_1,,3.6,11,5,0,,
PROJ-C-1238,Task,Critical,Closed,Database,PROJ-B,user_21,dev_1,,6.6,8,3,0,Sprint 20,security
PROJ-A-1239,Bug,High,Done,Auth,PROJ-D,user_20,dev_13,,9.9,3,3,0,,
PROJ-D-1240,Epic,Low,Won't Fix,Database,PROJ-A,user_12,dev_5,2.0,58.5,2,2,0,,frontend
PROJ-A-1241,Epic,Critical,Done,Infra,PROJ-D,user_18,dev_6,2.0,19.2,7,6,0,,
PROJ-C-1242,Epic,Medium,Done,Infra,PROJ-D,user_23,dev_9,1.0,582.1,3,1,0,,
PROJ-B-1243,Bug,Low,Done,Mobile,PROJ-B,user_13,dev_14,,70.6,1,1,0,,backend
PROJ-C-1244,Bug,Low,Done,Testing,PROJ-A,user_5,dev_1,,15.9,0,1,0,,performance
PROJ-D-1245,Epic,Medium,Done,Auth,PROJ-A,user_4,dev_13,3.0,523.6,4,5,0,,
PROJ-D-1246,Story,Critical,Done,Database,PROJ-D,user_14,dev_4,5.0,38.9,11,5,1,Sprint 15,tech-debt
PROJ-B-1247,Sub-task,Low,Resolved,Testing,PROJ-B,user_8,dev_10,1.0,25.5,2,1,0,Sprint 16,frontend
PROJ-D-1248,Sub-task,Medium,Done,Backend,PROJ-A,user_9,dev_8,3.0,8.1,2,3,0,Sprint 16,frontend
PROJ-C-1249,Improvement,High,Done,Testing,PROJ-D,user_19,dev_10,,29.7,2,5,0,,frontend
PROJ-D-1250,Bug,High,Won't Fix,Backend,PROJ-A,user_3,dev_9,,44.6,2,4,0,,ux
PROJ-A-1251,Story,Low,Done,Auth,PROJ-B,user_5,dev_13,8.0,313.5,1,1,0,Sprint 19,
PROJ-C-1252,Improvement,Medium,Resolved,Database,PROJ-B,user_21,dev_3,,162.6,2,2,0,,flaky-test
PROJ-C-1253,Bug,Low,Done,Database,PROJ-B,user_18,,,92.7,0,1,0,,flaky-test
PROJ-D-1254,Bug,Low,Done,Frontend,PROJ-A,user_1,dev_2,,306.4,0,1,0,,frontend
PROJ-B-1255,Story,Medium,Done,Infra,PROJ-C,user_8,dev_4,1.0,3.0,2,1,0,Sprint 4,frontend
PROJ-B-1256,Epic,Medium,Done,API,PROJ-A,user_19,dev_2,21.0,66.0,2,1,0,,ux
PROJ-B-1257,Task,Medium,Won't Fix,Mobile,PROJ-C,user_17,dev_1,,89.2,2,2,0,Sprint 19,flaky-test
PROJ-D-1258,Story,High,Done,Testing,PROJ-B,user_17,dev_12,21.0,21.3,3,3,0,Sprint 19,flaky-test
PROJ-D-1259,Bug,Medium,Closed,Auth,PROJ-D,user_11,dev_3,,25.1,1,1,0,,
PROJ-D-1260,Story,Medium,Closed,API,PROJ-C,user_2,dev_7,8.0,178.6,0,2,0,Sprint 2,performance
PROJ-C-1261,Sub-task,Medium,Done,Testing,PROJ-B,user_6,dev_13,3.0,11.6,1,4,0,Sprint 6,backend
PROJ-C-1262,Bug,Low,Resolved,API,PROJ-B,user_22,dev_13,,209.7,1,1,0,,
PROJ-D-1263,Story,Medium,Done,Auth,PROJ-C,user_14,dev_1,1.0,69.1,5,2,0,Sprint 13,backend
PROJ-B-1264,Improvement,Medium,Resolved,Database,PROJ-D,user_3,dev_2,,36.0,3,2,1,,tech-debt
PROJ-A-1265,Task,Medium,Resolved,Auth,PROJ-B,user_12,dev_1,,222.7,0,2,0,Sprint 15,ux
PROJ-B-1266,Task,Medium,Done,Testing,PROJ-C,user_4,dev_8,,85.9,5,1,0,Sprint 10,tech-debt
PROJ-C-1267,Task,Medium,Done,API,PROJ-D,user_12,dev_5,,55.8,4,1,0,Sprint 22,flaky-test
PROJ-C-1268,Bug,High,Done,Infra,PROJ-D,user_13,dev_8,,3.1,1,2,0,,
PROJ-B-1269,Bug,Medium,Done,Mobile,PROJ-B,user_2,dev_3,,10.0,4,1,0,,frontend
PROJ-B-1270,Task,High,Done,Mobile,PROJ-A,user_2,dev_13,,0.5,2,4,0,Sprint 10,
PROJ-C-1271,Improvement,Medium,Duplicate,Infra,PROJ-A,user_15,dev_12,,96.5,8,4,0,,
PROJ-C-1272,Improvement,Medium,Done,Infra,PROJ-B,user_23,dev_7,,223.3,2,1,0,,ux
PROJ-D-1273,Epic,Medium,Done,Database,PROJ-D,user_17,dev_8,3.0,366.2,4,2,0,,ux
PROJ-A-1274,Story,Low,Done,Testing,PROJ-B,user_7,dev_6,1.0,262.6,1,1,0,Sprint 4,backend
PROJ-D-1275,Story,Medium,Done,Backend,PROJ-C,user_14,dev_13,8.0,61.5,4,5,0,Sprint 14,regression
PROJ-D-1276,Task,Medium,Done,Auth,PROJ-A,user_12,dev_13,,6.2,5,2,0,Sprint 8,
PROJ-B-1277,Task,Medium,Done,Mobile,PROJ-C,user_17,dev_7,,7.8,2,2,0,Sprint 6,
PROJ-B-1278,Task,Medium,Done,Infra,PROJ-B,user_14,dev_14,,45.7,3,2,0,Sprint 12,
PROJ-A-1279,Task,Critical,Done,Auth,PROJ-B,user_6,dev_12,,1.9,11,9,0,Sprint 8,
PROJ-D-1280,Improvement,High,Resolved,Mobile,PROJ-D,user_19,dev_2,,1.4,7,6,1,,performance
PROJ-D-1281,Bug,Medium,Won't Fix,Infra,PROJ-D,user_24,dev_8,,59.3,3,2,0,,
PROJ-C-1282,Bug,Medium,Done,Testing,PROJ-D,user_6,dev_5,,70.0,4,1,1,,performance
PROJ-C-1283,Bug,Critical,Resolved,Mobile,PROJ-C,user_18,dev_7,,0.7,13,3,0,,performance
PROJ-A-1284,Story,High,Done,Database,PROJ-D,user_24,dev_1,1.0,83.7,6,4,1,Sprint 6,security
PROJ-B-1285,Bug,High,Resolved,Backend,PROJ-B,user_5,dev_5,,0.5,9,1,1,,
PROJ-C-1286,Story,Low,Done,Backend,PROJ-D,user_24,dev_1,2.0,33.9,2,5,0,Sprint 15,tech-debt
PROJ-A-1287,Story,Medium,Resolved,Infra,PROJ-A,user_24,dev_12,21.0,176.2,3,2,0,Sprint 19,regression
PROJ-D-1288,Bug,Medium,Won't Fix,Mobile,PROJ-D,user_6,dev_13,,44.4,5,1,0,,tech-debt
PROJ-A-1289,Story,High,Resolved,Database,PROJ-C,user_2,dev_8,5.0,9.2,2,5,0,Sprint 14,tech-debt
PROJ-A-1290,Bug,Medium,Resolved,Frontend,PROJ-A,user_8,dev_4,,3.5,3,3,0,,backend
PROJ-C-1291,Bug,High,Closed,Auth,PROJ-A,user_15,dev_4,,18.9,5,2,0,,
PROJ-C-1292,Improvement,High,Done,Auth,PROJ-A,user_15,dev_2,,15.5,3,5,0,,backend
PROJ-D-1293,Bug,Medium,Closed,API,PROJ-C,user_11,dev_5,,62.2,3,3,0,,
PROJ-D-1294,Bug,Critical,Done,Database,PROJ-B,user_22,dev_1,,0.5,8,5,0,,frontend
PROJ-D-1295,Story,Critical,Done,Mobile,PROJ-D,user_22,dev_9,8.0,17.7,9,6,0,Sprint 3,
PROJ-A-1296,Task,High,Done,Testing,PROJ-A,user_24,dev_5,,19.8,7,5,0,Sprint 18,flaky-test
PROJ-A-1297,Bug,Critical,Resolved,Testing,PROJ-A,user_1,dev_6,,5.9,7,9,1,,
PROJ-C-1298,Story,High,Done,API,PROJ-A,user_18,dev_2,13.0,16.8,5,4,0,Sprint 10,backend
PROJ-D-1299,Bug,Medium,Closed,Infra,PROJ-B,user_12,dev_10,,56.8,2,5,0,,performance
PROJ-C-1300,Bug,Low,Resolved,Mobile,PROJ-B,user_12,dev_10,,196.2,1,1,0,,backend
PROJ-D-1301,Story,Medium,Done,API,PROJ-C,user_11,dev_1,5.0,350.7,2,1,0,Sprint 14,ux
PROJ-D-1302,Story,Medium,Done,Backend,PROJ-B,user_8,dev_4,8.0,22.3,3,1,0,Sprint 14,security
PROJ-C-1303,Task,High,Duplicate,Auth,PROJ-D,user_7,dev_7,,5.3,4,3,0,Sprint 22,tech-debt
PROJ-C-1304,Task,Low,Won't Fix,Mobile,PROJ-C,user_23,dev_6,,55.5,1,1,0,Sprint 7,
PROJ-C-1305,Sub-task,Medium,Done,API,PROJ-C,user_21,dev_10,2.0,87.5,1,1,0,Sprint 7,security
PROJ-D-1306,Story,High,Done,Backend,PROJ-D,user_2,dev_1,5.0,17.4,1,5,0,Sprint 21,performance
PROJ-A-1307,Bug,Medium,Done,Database,PROJ-D,user_11,dev_1,,23.6,2,1,0,,security
PROJ-C-1308,Task,High,Done,API,PROJ-D,user_22,dev_8,,6.5,3,4,0,Sprint 22,performance
PROJ-C-1309,Bug,Medium,Done,Infra,PROJ-C,user_10,dev_4,,31.5,2,3,0,,regression
PROJ-A-1310,Story,Medium,Won't Fix,Infra,PROJ-C,user_3,dev_5,1.0,54.2,4,2,0,Sprint 23,backend
PROJ-A-1311,Bug,Low,Duplicate,Infra,PROJ-C,user_20,,,170.5,1,1,0,,frontend
PROJ-B-1312,Bug,Medium,Resolved,Mobile,PROJ-D,user_10,dev_7,,32.5,1,2,1,,tech-debt
PROJ-C-1313,Sub-task,Medium,Done,Testing,PROJ-D,user_18,dev_8,1.0,15.8,4,2,0,Sprint 11,performance
PROJ-B-1314,Improvement,Low,Done,Testing,PROJ-A,user_14,dev_10,,165.7,4,2,1,,security
PROJ-B-1315,Task,High,Closed,Auth,PROJ-B,user_18,dev_7,,1.6,2,3,0,Sprint 18,backend
PROJ-A-1316,Story,High,Closed,API,PROJ-A,user_24,dev_2,13.0,35.1,11,5,0,Sprint 10,performance
PROJ-D-1317,Bug,Medium,Done,Database,PROJ-D,user_8,dev_14,,4.9,2,2,0,,backend
PROJ-D-1318,Bug,Medium,Resolved,API,PROJ-C,user_10,dev_4,,21.9,4,4,0,,
PROJ-A-1319,Bug,Medium,Resolved,Auth,PROJ-D,user_22,dev_10,,195.3,3,3,1,,
PROJ-B-1320,Story,Low,Resolved,Backend,PROJ-B,user_13,,13.0,109.4,0,2,0,Sprint 15,ux
PROJ-B-1321,Task,Medium,Closed,Auth,PROJ-A,user_21,dev_1,,97.7,5,2,0,Sprint 12,backend
PROJ-B-1322,Task,Medium,Resolved,Infra,PROJ-A,user_8,dev_10,,31.7,1,2,0,Sprint 23,
PROJ-B-1323,Bug,High,Done,Mobile,PROJ-C,user_4,dev_9,,18.6,3,4,0,,flaky-test
PROJ-C-1324,Epic,Low,Resolved,Backend,PROJ-A,user_4,dev_3,3.0,8.7,1,1,0,,
PROJ-B-1325,Task,Low,Done,Mobile,PROJ-A,user_5,dev_12,,87.9,0,1,0,Sprint 17,tech-debt
PROJ-A-1326,Story,Low,Done,Infra,PROJ-D,user_1,dev_3,21.0,65.2,1,1,0,Sprint 22,
PROJ-B-1327,Story,Critical,Done,Frontend,PROJ-A,user_17,dev_10,5.0,6.2,5,5,0,Sprint 24,
PROJ-B-1328,Story,Medium,Done,Auth,PROJ-A,user_2,dev_9,13.0,84.3,5,2,0,Sprint 17,tech-debt
PROJ-A-1329,Bug,Critical,Duplicate,Auth,PROJ-A,user_8,dev_10,,7.7,8,6,0,,performance
PROJ-B-1330,Bug,High,Done,Database,PROJ-C,user_7,dev_3,,2.5,7,8,0,,flaky-test
PROJ-D-1331,Task,Critical,Won't Fix,API,PROJ-C,user_15,dev_8,,3.8,6,3,0,Sprint 1,flaky-test
PROJ-A-1332,Bug,Medium,Done,Backend,PROJ-D,user_5,dev_2,,5.1,3,2,0,,flaky-test
PROJ-C-1333,Bug,Medium,Done,Testing,PROJ-A,user_2,dev_14,,14.1,5,3,0,,tech-debt
PROJ-C-1334,Bug,High,Closed,Mobile,PROJ-C,user_7,dev_13,,0.8,6,5,0,,security
PROJ-A-1335,Bug,Medium,Done,Backend,PROJ-C,user_8,dev_3,,57.5,0,2,0,,
PROJ-C-1336,Improvement,Medium,Closed,Database,PROJ-D,user_7,dev_2,,7.1,4,4,0,,regression
PROJ-C-1337,Task,Medium,Done,Database,PROJ-B,user_7,,,48.0,1,2,0,Sprint 6,frontend
PROJ-C-1338,Story,High,Resolved,Mobile,PROJ-A,user_14,dev_2,5.0,2.1,5,1,0,Sprint 21,flaky-test
PROJ-A-1339,Bug,Medium,Done,Testing,PROJ-C,user_21,dev_8,,12.8,5,2,0,,
PROJ-B-1340,Story,Medium,Closed,API,PROJ-D,user_18,dev_9,21.0,305.0,3,3,0,Sprint 15,ux
PROJ-C-1341,Story,Critical,Done,Mobile,PROJ-D,user_6,dev_13,13.0,18.7,7,6,0,Sprint 19,security
PROJ-D-1342,Bug,High,Resolved,Mobile,PROJ-D,user_4,dev_2,,6.5,2,5,0,,frontend
PROJ-B-1343,Story,Medium,Resolved,Infra,PROJ-C,user_10,dev_7,21.0,29.5,2,1,0,Sprint 14,flaky-test
PROJ-B-1344,Story,Low,Done,Testing,PROJ-A,user_18,dev_5,5.0,131.2,1,1,0,Sprint 10,frontend
PROJ-C-1345,Story,Medium,Done,API,PROJ-B,user_12,dev_3,8.0,221.0,2,1,0,Sprint 10,frontend
PROJ-C-1346,Task,Medium,Closed,Auth,PROJ-A,user_16,dev_9,,0.5,5,2,0,Sprint 23,
PROJ-B-1347,Bug,Medium,Won't Fix,Infra,PROJ-D,user_7,dev_6,,28.3,0,4,0,,frontend
PROJ-C-1348,Bug,Medium,Done,Frontend,PROJ-D,user_6,dev_11,,18.7,3,3,0,,
PROJ-A-1349,Story,Critical,Resolved,Testing,PROJ-B,user_5,dev_1,5.0,8.8,7,6,1,Sprint 7,performance
PROJ-A-1350,Story,Medium,Closed,API,PROJ-A,user_3,dev_5,21.0,31.1,1,1,0,Sprint 7,performance
PROJ-C-1351,Improvement,Low,Closed,Database,PROJ-D,user_12,dev_7,,158.9,2,1,0,,frontend
PROJ-B-1352,Task,Medium,Duplicate,Infra,PROJ-D,user_15,dev_4,,136.6,3,1,0,Sprint 14,
PROJ-C-1353,Bug,Low,Closed,API,PROJ-A,user_10,dev_8,,100.1,0,2,0,,performance
PROJ-D-1354,Bug,Medium,Resolved,Backend,PROJ-D,user_20,dev_10,,9.1,1,1,0,,
PROJ-A-1355,Task,High,Closed,Mobile,PROJ-A,user_19,dev_5,,43.2,8,6,0,Sprint 15,
PROJ-B-1356,Bug,Low,Done,Frontend,PROJ-D,user_16,dev_9,,849.2,1,3,0,,
PROJ-D-1357,Story,Critical,Resolved,Auth,PROJ-A,user_11,dev_9,8.0,19.2,6,2,1,Sprint 22,
PROJ-C-1358,Epic,Medium,Won't Fix,Mobile,PROJ-B,user_8,dev_9,8.0,224.7,4,2,0,,performance
PROJ-A-1359,Story,High,Resolved,Backend,PROJ-D,user_3,dev_1,3.0,22.4,7,3,0,Sprint 20,ux
PROJ-D-1360,Story,Critical,Done,Backend,PROJ-B,user_23,dev_2,13.0,5.0,8,6,0,Sprint 9,flaky-test
PROJ-B-1361,Task,Medium,Done,Frontend,PROJ-D,user_7,dev_3,,95.4,5,2,0,Sprint 15,backend
PROJ-A-1362,Story,High,Closed,Auth,PROJ-D,user_23,dev_14,1.0,0.7,9,2,0,Sprint 9,backend
PROJ-C-1363,Story,Medium,Closed,Database,PROJ-C,user_7,dev_4,8.0,81.4,4,2,0,Sprint 23,
PROJ-C-1364,Epic,Medium,Done,Infra,PROJ-A,user_14,,21.0,2.2,4,4,0,,frontend
PROJ-A-1365,Story,Critical,Done,Testing,PROJ-B,user_2,dev_9,13.0,8.6,8,4,0,Sprint 7,backend
PROJ-D-1366,Sub-task,High,Resolved,Auth,PROJ-B,user_10,dev_10,2.0,15.9,5,4,0,Sprint 24,backend
PROJ-A-1367,Improvement,Medium,Resolved,Testing,PROJ-B,user_19,dev_13,,35.8,4,1,0,,
PROJ-A-1368,Bug,Medium,Resolved,API,PROJ-A,user_9,dev_6,,33.0,3,2,0,,security
PROJ-A-1369,Bug,Medium,Won't Fix,Backend,PROJ-C,user_16,dev_1,,57.7,3,6,0,,
PROJ-D-1370,Bug,Medium,Done,API,PROJ-B,user_19,dev_12,,7.4,4,1,0,,performance
PROJ-A-1371,Bug,Low,Won't Fix,Database,PROJ-A,user_18,dev_9,,60.5,1,1,0,,backend
PROJ-B-1372,Bug,Medium,Resolved,API,PROJ-D,user_9,dev_6,,40.8,7,2,0,,performance
PROJ-C-1373,Task,Medium,Duplicate,Auth,PROJ-B,user_16,,,27.3,0,2,0,Sprint 11,backend
PROJ-D-1374,Bug,Medium,Done,API,PROJ-B,user_13,dev_14,,271.9,0,1,0,,performance
PROJ-B-1375,Bug,High,Done,Database,PROJ-C,user_10,dev_4,,16.6,8,4,1,,security
PROJ-A-1376,Improvement,High,Resolved,Database,PROJ-B,user_20,dev_3,,0.5,6,5,0,,
PROJ-B-1377,Bug,Low,Won't Fix,Database,PROJ-B,user_14,dev_7,,457.9,1,1,0,,
PROJ-D-1378,Improvement,Medium,Resolved,Auth,PROJ-D,user_12,dev_3,,156.2,1,2,0,,tech-debt
PROJ-C-1379,Bug,Low,Resolved,Database,PROJ-A,user_19,dev_2,,60.5,0,2,0,,performance
PROJ-D-1380,Bug,Low,Done,Backend,PROJ-A,user_7,dev_10,,368.9,1,3,0,,performance
PROJ-A-1381,Task,Low,Resolved,Mobile,PROJ-C,user_23,dev_8,,140.1,0,1,0,Sprint 5,
PROJ-A-1382,Story,Low,Resolved,Database,PROJ-D,user_15,dev_4,5.0,34.6,2,2,0,Sprint 9,
PROJ-C-1383,Improvement,Medium,Resolved,API,PROJ-A,user_16,dev_8,,46.2,6,4,0,,
PROJ-D-1384,Task,High,Resolved,Infra,PROJ-D,user_8,dev_1,,18.9,9,6,0,Sprint 6,regression
PROJ-D-1385,Task,Medium,Done,API,PROJ-A,user_10,dev_5,,14.7,4,2,1,Sprint 7,
PROJ-D-1386,Bug,Medium,Resolved,Infra,PROJ-D,user_4,dev_13,,19.6,4,1,0,,security
PROJ-B-1387,Bug,Medium,Done,API,PROJ-C,user_19,dev_9,,16.4,2,1,0,,
PROJ-C-1388,Task,Medium,Duplicate,Auth,PROJ-B,user_19,dev_1,,83.1,1,1,0,Sprint 23,ux
PROJ-D-1389,Task,Medium,Closed,API,PROJ-C,user_21,dev_11,,14.9,5,1,0,Sprint 23,
PROJ-C-1390,Sub-task,Medium,Closed,Auth,PROJ-A,user_15,dev_13,3.0,33.8,1,2,0,Sprint 14,backend
PROJ-B-1391,Story,High,Duplicate,Auth,PROJ-C,user_14,dev_4,2.0,76.8,4,5,0,Sprint 19,flaky-test
PROJ-D-1392,Bug,Medium,Done,Database,PROJ-B,user_1,dev_6,,32.6,4,1,0,,
PROJ-B-1393,Task,High,Done,Backend,PROJ-C,user_16,dev_10,,34.2,6,5,0,Sprint 22,flaky-test
PROJ-A-1394,Bug,Low,Resolved,Infra,PROJ-A,user_10,dev_8,,414.5,1,1,0,,
PROJ-A-1395,Epic,Medium,Done,Database,PROJ-A,user_19,dev_14,21.0,32.0,2,3,0,,backend
PROJ-A-1396,Improvement,High,Done,Database,PROJ-C,user_22,dev_3,,8.1,3,4,0,,backend
PROJ-C-1397,Story,Critical,Won't Fix,Mobile,PROJ-B,user_3,dev_5,5.0,20.0,6,3,0,Sprint 22,
PROJ-D-1398,Task,Medium,Closed,Auth,PROJ-C,user_5,dev_7,,193.9,3,1,1,Sprint 11,flaky-test
PROJ-D-1399,Task,Medium,Done,Auth,PROJ-B,user_9,dev_1,,66.2,5,5,0,Sprint 7,security
PROJ-B-1400,Bug,Medium,Done,Infra,PROJ-D,user_18,dev_7,,8.9,0,1,1,,
PROJ-B-1401,Improvement,Critical,Done,API,PROJ-B,user_11,dev_13,,54.8,5,6,1,,ux
PROJ-A-1402,Story,Medium,Closed,API,PROJ-D,user_16,dev_12,3.0,20.7,3,4,0,Sprint 6,performance
PROJ-C-1403,Improvement,High,Done,Testing,PROJ-C,user_2,dev_11,,4.6,5,5,0,,frontend
PROJ-C-1404,Bug,Medium,Won't Fix,Database,PROJ-B,user_12,dev_8,,27.1,2,1,0,,
PROJ-B-1405,Improvement,Medium,Closed,Testing,PROJ-D,user_22,dev_8,,51.2,2,3,0,,security
PROJ-B-1406,Story,Medium,Done,Frontend,PROJ-D,user_6,dev_9,21.0,168.6,0,1,0,Sprint 4,flaky-test
PROJ-D-1407,Bug,High,Done,Frontend,PROJ-D,user_11,,,4.8,7,1,0,,backend
PROJ-D-1408,Improvement,Low,Closed,Testing,PROJ-A,user_8,dev_12,,270.6,1,3,0,,
PROJ-B-1409,Bug,Medium,Done,API,PROJ-C,user_12,dev_6,,1.3,3,2,0,,
PROJ-D-1410,Bug,Medium,Closed,Frontend,PROJ-D,user_2,dev_2,,47.9,6,2,0,,
PROJ-B-1411,Epic,High,Won't Fix,Mobile,PROJ-B,user_9,dev_3,8.0,68.3,5,1,0,,regression
PROJ-C-1412,Epic,Medium,Done,API,PROJ-D,user_15,dev_4,1.0,127.0,0,1,0,,regression
PROJ-A-1413,Story,Critical,Done,Auth,PROJ-A,user_2,dev_4,8.0,41.7,4,8,0,Sprint 14,regression
PROJ-B-1414,Task,Medium,Resolved,Database,PROJ-C,user_1,dev_8,,125.0,3,3,0,Sprint 22,ux
PROJ-B-1415,Story,Low,Done,Backend,PROJ-A,user_10,dev_14,5.0,566.2,2,2,0,Sprint 3,
PROJ-D-1416,Bug,Medium,Done,Database,PROJ-A,user_2,dev_1,,3.7,4,5,0,,backend
PROJ-B-1417,Bug,Critical,Done,Testing,PROJ-A,user_12,dev_10,,7.1,6,5,0,,security
PROJ-C-1418,Task,Critical,Won't Fix,API,PROJ-B,user_23,dev_14,,8.0,9,9,0,Sprint 17,
PROJ-A-1419,Task,Medium,Won't Fix,Testing,PROJ-C,user_8,dev_4,,34.4,2,2,0,Sprint 15,backend
PROJ-D-1420,Task,High,Done,Mobile,PROJ-C,user_5,dev_11,,8.9,0,7,0,Sprint 1,ux
PROJ-C-1421,Task,Critical,Closed,API,PROJ-B,user_22,,,0.7,13,6,0,Sprint 21,security
PROJ-A-1422,Bug,Medium,Done,Database,PROJ-C,user_1,dev_13,,48.6,5,1,0,,tech-debt
PROJ-D-1423,Story,Medium,Resolved,Mobile,PROJ-A,user_15,dev_11,21.0,112.9,2,3,0,Sprint 11,backend
PROJ-C-1424,Bug,High,Done,Mobile,PROJ-C,user_6,dev_11,,0.8,4,1,1,,tech-debt
PROJ-B-1425,Story,Low,Done,Mobile,PROJ-B,user_12,dev_4,1.0,1035.7,3,1,0,Sprint 13,tech-debt
PROJ-D-1426,Story,High,Resolved,Infra,PROJ-A,user_8,dev_1,8.0,37.3,5,2,0,Sprint 24,backend
PROJ-B-1427,Improvement,Low,Done,API,PROJ-B,user_13,dev_3,,35.2,0,1,0,,
PROJ-D-1428,Bug,High,Done,Frontend,PROJ-D,user_19,dev_5,,6.7,7,4,1,,
PROJ-A-1429,Bug,Low,Resolved,Frontend,PROJ-A,user_1,dev_6,,57.6,1,2,0,,regression
PROJ-D-1430,Bug,Medium,Resolved,API,PROJ-A,user_11,dev_9,,35.9,2,1,0,,backend
PROJ-D-1431,Task,Low,Resolved,API,PROJ-C,user_20,dev_9,,68.6,0,2,0,Sprint 3,flaky-test
PROJ-C-1432,Story,Low,Won't Fix,Infra,PROJ-A,user_1,dev_9,1.0,103.2,0,1,0,Sprint 13,flaky-test
PROJ-D-1433,Bug,High,Done,Frontend,PROJ-B,user_8,dev_11,,25.6,5,5,0,,
PROJ-A-1434,Bug,Low,Done,API,PROJ-C,user_5,dev_1,,28.6,1,1,1,,backend
PROJ-C-1435,Task,Medium,Done,API,PROJ-D,user_17,dev_12,,8.8,1,2,0,Sprint 18,tech-debt
PROJ-B-1436,Bug,Medium,Done,Testing,PROJ-B,user_8,dev_9,,14.9,2,1,0,,
PROJ-D-1437,Improvement,Medium,Done,Infra,PROJ-D,user_10,dev_13,,9.0,1,2,0,,tech-debt
PROJ-A-1438,Task,Medium,Closed,Infra,PROJ-D,user_2,dev_8,,40.9,2,3,0,Sprint 24,flaky-test
PROJ-A-1439,Bug,High,Done,Database,PROJ-D,user_9,dev_2,,21.0,4,5,1,,regression
PROJ-D-1440,Bug,Medium,Done,Infra,PROJ-A,user_24,dev_13,,33.1,2,1,1,,backend
PROJ-D-1441,Sub-task,Medium,Done,Backend,PROJ-B,user_23,dev_11,3.0,56.9,5,2,1,Sprint 9,
PROJ-B-1442,Bug,Medium,Done,Frontend,PROJ-B,user_3,dev_1,,66.2,1,1,0,,
PROJ-B-1443,Bug,Low,Resolved,Database,PROJ-A,user_18,dev_1,,148.6,1,1,0,,
PROJ-B-1444,Improvement,Medium,Done,Backend,PROJ-C,user_7,dev_12,,96.8,3,1,0,,tech-debt
PROJ-B-1445,Epic,High,Done,API,PROJ-D,user_15,dev_6,3.0,83.1,4,3,0,,ux
PROJ-B-1446,Sub-task,High,Duplicate,Testing,PROJ-B,user_21,dev_9,3.0,0.5,6,2,0,Sprint 2,security
PROJ-B-1447,Task,High,Resolved,Testing,PROJ-A,user_22,dev_7,,29.5,2,6,0,Sprint 8,ux
PROJ-C-1448,Bug,Critical,Closed,API,PROJ-D,user_20,dev_5,,24.2,5,3,0,,ux
PROJ-C-1449,Bug,Medium,Closed,Database,PROJ-C,user_18,dev_11,,16.2,3,1,0,,
PROJ-A-1450,Task,High,Closed,Infra,PROJ-C,user_3,dev_2,,34.9,6,4,1,Sprint 2,performance
PROJ-C-1451,Story,Low,Done,Mobile,PROJ-D,user_23,dev_1,8.0,81.7,1,2,0,Sprint 23,security
PROJ-D-1452,Story,Medium,Done,Testing,PROJ-C,user_14,dev_2,2.0,66.4,2,2,0,Sprint 24,security
PROJ-D-1453,Improvement,Medium,Closed,Mobile,PROJ-B,user_24,dev_1,,98.3,4,1,0,,tech-debt
PROJ-D-1454,Bug,Medium,Done,API,PROJ-B,user_2,dev_3,,60.8,1,2,0,,ux
PROJ-A-1455,Story,High,Done,Mobile,PROJ-B,user_14,dev_6,5.0,92.6,4,3,0,Sprint 1,regression
PROJ-C-1456,Bug,Medium,Done,Auth,PROJ-C,user_22,,,11.7,2,1,0,,
PROJ-D-1457,Story,Medium,Done,Database,PROJ-B,user_11,dev_8,8.0,241.9,4,3,0,Sprint 24,frontend
PROJ-C-1458,Bug,Medium,Won't Fix,Backend,PROJ-A,user_16,dev_3,,161.0,4,4,0,,
PROJ-D-1459,Bug,Medium,Done,Database,PROJ-B,user_8,,,87.3,1,3,0,,tech-debt
PROJ-B-1460,Bug,Low,Done,Frontend,PROJ-B,user_7,dev_9,,76.0,0,3,0,,tech-debt
PROJ-C-1461,Task,Low,Closed,Infra,PROJ-C,user_11,dev_10,,73.7,1,1,0,Sprint 3,
PROJ-C-1462,Task,Medium,Closed,Infra,PROJ-B,user_3,dev_5,,20.5,5,1,0,Sprint 17,ux
PROJ-D-1463,Story,Medium,Closed,Database,PROJ-D,user_17,dev_7,8.0,52.4,6,2,0,Sprint 7,ux
PROJ-C-1464,Sub-task,Medium,Done,API,PROJ-A,user_14,dev_8,3.0,2.5,2,1,0,Sprint 10,performance
PROJ-B-1465,Bug,High,Done,API,PROJ-C,user_6,dev_3,,24.4,5,3,1,,
PROJ-D-1466,Bug,Medium,Resolved,Auth,PROJ-A,user_8,dev_2,,238.8,3,2,0,,frontend
